message,level,source,method,time
Wait 112 seconds to make sure all the bots shif their BUY own orders. Then try to shift SELL orders.,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,shiftWalls,Feb_14_23_44_51
Wall shift is postponed: another process is already shifting existing walls. Will try again on next execution.,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_14_23_45_42
Order 102581099 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_46_46
Order 102581167 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_46_54
Strategy - Submit order : SELL 8388.79313366 nbt @ 0.0039019 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_47_02
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_47_04
Strategy - SELL Response1 = 102583840,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_47_04
Strategy - Submit order : SELL 8388.79313366 nbt @ 0.0039019 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_47_10
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_47_12
Strategy : SELL Response2 = 102583888,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_47_12
Wall shift successful,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,run,Feb_14_23_47_18
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_14_23_47_44
 Sell Price 0.00391605
Buy Price  0.00388096,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_14_23_47_44
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_14_23_47_44
Sat Feb 14 23:47:44 UTC 2015 coinbase btc 256.51 USD 0.00391605 0.00388096 { feed : coinbase - price : 256.51}  { feed : bitcoinaverage - price : 257.03}  { feed : blockchain - price : 256.97}  { feed : btce - price : 255.462}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_14_23_47_44
sending Liquidity Info :
5583.4008570099995
16777.58626732
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_14_23_47_49
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_48_22
Shift needed on poloniex: BTC price changed more than 0.125 %,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,run,Feb_14_23_48_22
Immediately try to shift SELL orders,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,shiftWalls,Feb_14_23_48_22
Order 102583840 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_48_24
Order 102583888 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_48_32
Strategy - Submit order : SELL 8388.79313366 nbt @ 0.00391605 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_48_40
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_48_41
Strategy - SELL Response1 = 102584445,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_48_41
Strategy - Submit order : SELL 8388.79313366 nbt @ 0.00391605 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_48_52
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_48_53
Strategy : SELL Response2 = 102584512,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_48_53
Wait 112 seconds to make sure all the bots shif their SELL own orders. Then try to shift BUY orders.,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,shiftWalls,Feb_14_23_48_53
Wall shift is postponed: another process is already shifting existing walls. Will try again on next execution.,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_14_23_50_47
Order 102582969 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_50_48
Liquidity is not being sent  a wall shift is happening. Will send on next execution.,WARNING,com.nubits.nubot.tasks.SendLiquidityinfoTask,checkOrders,Feb_14_23_50_49
Order 102583038 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_50_56
Strategy - Submit order : BUY 2782.06578527 nbt @ 0.00388096 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_51_04
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_51_06
Strategy - BUY Response1 = 102585332,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_51_06
Strategy - Submit order : BUY 2781.16172545 nbt @ 0.00388096 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_51_12
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_51_13
Strategy : BUY Response2 = 102585389,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_51_13
Wall shift successful,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,run,Feb_14_23_51_19
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_14_23_53_50
 Sell Price 0.00390904
Buy Price  0.00387401,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_14_23_53_50
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_14_23_53_50
Sat Feb 14 23:53:50 UTC 2015 coinbase btc 256.97 USD 0.00390904 0.00387401 { feed : coinbase - price : 256.97}  { feed : bitcoinaverage - price : 257.34}  { feed : blockchain - price : 256.08}  { feed : btce - price : 256.3}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_14_23_53_50
sending Liquidity Info :
5563.22751072
16777.58626732
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_14_23_53_51
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_53_51
Shift needed on poloniex: BTC price changed more than 0.125 %,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,run,Feb_14_23_53_51
Immediately try to shift BUY orders,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,shiftWalls,Feb_14_23_53_51
Order 102585332 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_53_53
Order 102585389 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_54_01
Strategy - Submit order : BUY 2787.05683 nbt @ 0.00387401 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_54_09
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_54_11
Strategy - BUY Response1 = 102586461,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_54_11
Strategy - Submit order : BUY 2786.15276935 nbt @ 0.00387401 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_54_17
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_54_18
Strategy : BUY Response2 = 102586503,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_54_18
Wait 112 seconds to make sure all the bots shif their BUY own orders. Then try to shift SELL orders.,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,shiftWalls,Feb_14_23_54_18
Order 102584445 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_56_14
Order 102584512 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_56_22
Strategy - Submit order : SELL 8388.79313366 nbt @ 0.00390904 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_56_32
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_56_33
Strategy - SELL Response1 = 102587304,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_56_33
Strategy - Submit order : SELL 8388.79313366 nbt @ 0.00390904 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_56_41
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_56_42
Strategy : SELL Response2 = 102587378,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_56_42
Wall shift successful,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,run,Feb_14_23_56_48
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_14_23_56_53
 Sell Price 0.00390326
Buy Price  0.00386829,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_14_23_56_53
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_14_23_56_53
Sat Feb 14 23:56:53 UTC 2015 coinbase btc 257.35 USD 0.00390326 0.00386829 { feed : coinbase - price : 257.35}  { feed : bitcoinaverage - price : 257.45}  { feed : blockchain - price : 257.5}  { feed : btce - price : 256.667}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_14_23_56_53
sending Liquidity Info :
5573.209599350001
16777.58626732
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_14_23_56_53
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_56_55
Shift needed on poloniex: BTC price changed more than 0.125 %,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,run,Feb_14_23_56_55
Immediately try to shift BUY orders,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,shiftWalls,Feb_14_23_56_55
Order 102586461 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_56_57
Order 102586503 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_57_06
Strategy - Submit order : BUY 2791.17802181 nbt @ 0.00386829 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_57_15
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_57_16
Strategy - BUY Response1 = 102587569,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_57_16
Strategy - Submit order : BUY 2790.27396085 nbt @ 0.00386829 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_57_22
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_57_24
Strategy : BUY Response2 = 102587604,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_57_24
Wait 112 seconds to make sure all the bots shif their BUY own orders. Then try to shift SELL orders.,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,shiftWalls,Feb_14_23_57_24
Order 102587304 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_59_18
Order 102587378 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_14_23_59_26
Strategy - Submit order : SELL 8388.79313366 nbt @ 0.00390326 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_59_34
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_59_36
Strategy - SELL Response1 = 102588419,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_59_36
Strategy - Submit order : SELL 8388.79313366 nbt @ 0.00390326 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_59_42
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_59_43
Strategy : SELL Response2 = 102588461,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_14_23_59_43
Wall shift successful,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,run,Feb_14_23_59_49
sending Liquidity Info :
5581.45198266
16777.58626732
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_14_23_59_53
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_14_23_59_56
 Sell Price 0.00391376
Buy Price  0.00387869,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_14_23_59_56
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_14_23_59_56
Sat Feb 14 23:59:56 UTC 2015 coinbase btc 256.66 USD 0.00391376 0.00387869 { feed : coinbase - price : 256.66}  { feed : bitcoinaverage - price : 257.29}  { feed : blockchain - price : 257.5}  { feed : btce - price : 256.64}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_14_23_59_56
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_14_23_59_58
Shift needed on poloniex: BTC price changed more than 0.125 %,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,run,Feb_14_23_59_58
Immediately try to shift SELL orders,INFO,com.nubits.nubot.tasks.StrategySecondaryPegTask,shiftWalls,Feb_14_23_59_58
Order 102588419 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_15_00_00_00
Order 102588461 delete request submitted,WARNING,com.nubits.nubot.trading.TradeUtils,takeDownAndWait,Feb_15_00_00_08
Strategy - Submit order : SELL 8388.79313366 nbt @ 0.00391376 btc,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_15_00_00_18
sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,SEVERE,com.nubits.nubot.notifications.jhipchat.Room,sendMessage,Feb_15_00_00_19
Strategy - SELL Response1 = 102588720,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,initOrders,Feb_15_00_00_19
